skus,name,description,category,images
B-07;B-244;B-247;B-34910;B-72;B-86;K-KG1;K-KG2,Klein Climber Replacement Parts,"Klein replacement gaffs for both pole and tree climbers. Klein climbers use both long and short screws or the screw lock and washer. The gaff gauge works with the tree and pole climbers, assisting in checking for proper gaff width, thickness and point profiles. There is a gaff sharpening kit which includes a fine-tooth file, 3"" honing stone, gaff gauge and fully illustrated sharpening instructions and a canvas roll up case.
<table>
<tr><th>SKU(s)</th><th>Notes</th></tr>
<tr><td>B-07, B-72, B-86</td><td>replacement gaffs</td></tr>
<tr><td>B-244, B-247</td><td>screws</td></tr>
<tr><td>B-KG1</td><td>gauge only</td></tr>
<tr><td>B-KG2</td><td>filing kit with gauge</td></tr>
</table>
<table>
<tr><th>SKU</th><th>Tree/Pole</th><th>Size/Length</th><th>Use on/Fits</th></tr>
<tr><td>B-07</td><td>Tree</td><td>2 3/4""</td><td>B-1900</td></tr>
<tr><td>B-72</td><td>Pole</td><td>1 1/2""</td><td>B-1972AR</td></tr>
<tr><td>B-86</td><td>Pole</td><td>1 9/16""</td><td>B-1986AR</td></tr>
<tr><td>B-244</td><td>both</td><td>long</td><td>all</td></tr>
<tr><td>B-247</td><td>both</td><td>short</td><td>all</td></tr>
<tr><td>B-34910</td><td>both</td><td>screw, lock washer</td><td>all</td></tr>
<tr><td>B-KG1</td><td>both</td><td>XX</td><td>XX</td></tr>
<tr><td>B-KG2</td><td>both</td><td>XX</td><td>XX</td></tr>
</table>","Arborist Tree Climbing Gear|Climbers, Pads, Straps, Parts|Spurs, gaffs, hooks, climbing irons",https://images.blairsae.com/products/arborist-tree-climbing-gear/klein-climber-replacement-parts_1.jpg
B-97156,Tee pads,"""T"" pads. Many consider these pads to be far more comfortable than ""L"" pads and well worth the extra money. Our ""T"" pads are far more than an ""L"" with an extra flap as many cheaper pads are. This Tee pad uses the same heavy leather and thick felt padding that we use on our incomparable Euc Pads. The shank of the climber tunnels up through the pad. Slots instead of riveted loops ensure a very secure anchorage for the straps. Sold in pairs. Like shoes, there is a left and right.","Arborist Tree Climbing Gear|Climbers, Pads, Straps, Parts|Tee pads",https://images.blairsae.com/products/arborist-tree-climbing-gear/tee-pads_1.jpg
E-1227;E-1234L;E-2034;E-SL4650;E-SL6650,Rope Snaps,"<table>
<tr><th>SKU</th><th>Notes</th></tr>
<tr><td>E-1234L</td><td>Technically a self-closing, self-locking steel snap hook. Drop forged steel, 5000 lb proof test. Work-proven world wide for decades.</td></tr>
<tr><td>E-2034</td><td>Similar in shape and operation to E-1234L but is only half the size and weight.</td></tr>
<tr><td>E-SL6650</td><td>Self-closing, self-locking steel standard snap.</td></tr>
<tr><td>E-SL4650</td><td>Self-closing, self-locking steel swivel eye snap.</td></tr>
<tr><td>E-1227</td><td>self-closing, swivel snap.</td></tr>
</table>","Arborist Tree Climbing Gear|Double locking rope snap hooks|Snaps, Rings, Thimbles and Things|Double locking rope snaps",https://images.blairsae.com/products/arborist-tree-climbing-gear/rope-snaps_1.jpg|https://images.blairsae.com/products/arborist-tree-climbing-gear/rope-snaps_2.jpg|https://images.blairsae.com/products/arborist-tree-climbing-gear/rope-snaps_3.jpg|https://images.blairsae.com/products/arborist-tree-climbing-gear/rope-snaps_4.jpg
C-1813,"Adjustable 1"" Nylon Webbing Lanyard","The adjustable lanyard connects the harness to the anchor point. It consists of two 5,000 lbs. tensile strength, self-closing, locking snaps. Adjustable length 3-5"".",Arborist Tree Climbing Gear|Fliplines and Lanyards|Tree Climbing System Components,https://images.blairsae.com/products/arborist-tree-climbing-gear/adjustable-1-nylon-webbing-lanyard_1.jpg
C-1200-08;C-1200-10;C-1300RK;C-1301;C-1400;C-1400RK,"Bashlin's Spur-Stay pads have been a mainstay among premium pads for decades. Heavy leather lined with felt and reinforced with a curved steel plate for solid, lasting comfort. There are straight and angled design pads and each brand has it's own special pads. These are Angled and fit Bashlin aluminum climbers only. These pads set the climbers on your leg at an angle preferred by many lineman and arborists. Sold in pairs.","The microjuster and macrojuster has proven to be a extremely popular personnel lanyard system. Compact, lightweight and durable. It offers fast and easy, one handed lanyard adjustment. The cam is bolted to the shell for maximum security. Microjuster is 1/2"" rope capacity. Macrojuster is 5/8-3/4"" rope capacity.
<table>
<tr><th>SKU</th><th>Notes</th></tr>
<tr><td>C-1200-08</td><td>lanyard</td></tr>
<tr><td>C-1200-10</td><td>lanyard</td></tr>
<tr><td>C-1301</td><td>micro only</td></tr>
<tr><td>C-1300RK</td><td>repair kit for micro</td></tr>
<tr><td>C-1400</td><td>macro only</td></tr>
<tr><td>C-1400RK</td><td>repair kit for macro</td></tr>
</table>",Arborist Tree Climbing Gear|Fliplines and Lanyards|Tree Climbing System Components,https://images.blairsae.com/products/arborist-tree-climbing-gear/microjuster-and-macrojuster_1.jpg
C-NE6912-08;C-NE6912-10;C-NE6912-12;C-NE6912-14;C-NE6912-16,"New England 1/2"" Wirecore Flipline","NE fliplines are manufactured with their trademark Hi-Vee with plied strands for greater abrasion resistance and sure grip of adjusters. Working Loads: No blanket safe working load recommendations can be made for any line because SWL's must be calculated based on application, conditions of use, and potential danger to personnel among other consideration.
<p>AVAILABLE IN 1/2"".</p>
<p>STOCK: CE-approved Eye and thimble in one end and locking snap on the opposite end.</p>
<p>SPECIAL ORDER: CE-approved eye and thimble in both ends. Also available with Swivel Snaps.</p>
<table>
<tr><th>SKU</th><th>Size</th></tr>
<tr><td>C-NE6912-08</td><td>8'</td></tr>
<tr><td>C-NE6912-10</td><td>10'</td></tr>
<tr><td>C-NE6912-12</td><td>12'</td></tr>
<tr><td>C-NE6912-14</td><td>14'</td></tr>
<tr><td>C-NE6912-16</td><td>16'</td></tr>
</table>",Arborist Tree Climbing Gear|Fliplines and Lanyards|Tree Climbing System Components,https://images.blairsae.com/products/arborist-tree-climbing-gear/new-england-1-2-wirecore-flipline_1.jpg|https://images.blairsae.com/products/arborist-tree-climbing-gear/new-england-1-2-wirecore-flipline_2.jpg
C-US6921-08;C-US6921-10;C-US6921-12;C-US6921-16;C-US6921-18,"U.S. Rigging 5/8"" Wirecore Flipline","U.S. Rigging wirecore fliplines has high visibility with bright 100% neon orange polyester cover over flexible 1/4""-7x19 wire rope. Safety snap and thimble eye ends. Meets ANSI-A10.32 2004.
<p>SIZE 5/8""</p>
<p>STOCK: Fixed eye snap and thimble eye end</p>
<p>SPECIAL ORDER: Swivel Eye</p>
<table>
<tr><th>SKU</th><th>Size</th></tr>
<tr><td>C-US6921-08</td><td>8'</td></tr>
<tr><td>C-US6921-10</td><td>10'</td></tr>
<tr><td>C-US6921-12</td><td>12'</td></tr>
<tr><td>C-US6921-16</td><td>16'</td></tr>
<tr><td>C-US6921-18</td><td>18'</td></tr>
</table>",Arborist Tree Climbing Gear|Fliplines and Lanyards|Tree Climbing System Components,https://images.blairsae.com/products/arborist-tree-climbing-gear/u-s-rigging-5-8-wirecore-flipline_1.jpg
DA-5748-ALUM;DA-5748-STEEL;DA-5772-ALUM;DA-5772-STEEL,Friction Saver,"The larger diameter cross section saver further minimizes friction by reducing the sharp bend in your climbing line, making climbing a lot easier. It reduces premature wear on your climbing line and eliminates damage to tree limbs caused by excess friction. It offers minimal friction when working from different positions in the tree and can be wrapped around a stem for use as a false crotch where no natural crotch exists. It also aids in keeping slack out of your climbing line for added safety during your ascent. The inside diameter of the large ring has been increased to make retrieval easier. Rated to 5000 lbs. For human support only.",Arborist Tree Climbing Gear|Gear and rope bags|Tree Climbing Rope|Tree Climbing System Components,https://images.blairsae.com/products/arborist-tree-climbing-gear/friction-saver_1.jpg|https://images.blairsae.com/products/arborist-tree-climbing-gear/friction-saver_2.jpg
I-A11-ORANGE;I-A11-WHITE;I-A11-YELLOW;I-A11-BLUE;I-A11-BLACK;I-A11-RED;I-A16-ORANGE;I-A16-WHITE;I-A16-YELLOW;I-A16-BLUE;I-A16-BLACK;I-A16-RED,Petzl Vertex Helmets,"Petzl best helmet series. Featuring a comfortable webbing cradle and easily adjustable foam-padded headband with a reinforced chinstrap. Available in Vent or Non Vent.
<p>STOCK COLORS: orange, white, yellow</p>
<p>SPECIAL ORDER: blue, black, red</p>
<table>
<tr><th>SKU</th><th>Colors</th><th>Vent</th></tr>
<tr><td>I-A11-*</td><td>Orange, White, Yellow, Blue, Black, Red</td><td>Yes</td></tr>
<tr><td>I-A16-*</td><td>Orange, White, Yellow, Blue, Black, Red</td><td>No</td></tr>
</table>",Arborist Tree Climbing Gear|Personal Safety|Head Protection,https://images.blairsae.com/products/arborist-tree-climbing-gear/petzl-vertex-helmets_1.jpg
E-A1100,"Anka, with Ears","The DMM Anka is the ultimate figure 8 for someone who will be doing a lot of rappelling. The 180 degree twist in the body aligns the device for correct orientation with center harnesses and the two wings prevent the rope from slipping over and into a girth hitch. 1/2-inch rope capacity. Weight: 6oz (172g). 5,500 lb. tensile strength.","Arborist Tree Climbing Gear|Rigging and Tree Removal Equipment|Figure 8 Descenders w/ears|Snaps, Rings, Thimbles and Things|Figure Eight with ears|Tree Climbing System Components|Up and Down Devices",https://images.blairsae.com/products/arborist-tree-climbing-gear/anka-with-ears_1.jpg|https://images.blairsae.com/products/arborist-tree-climbing-gear/anka-with-ears_2.jpg
D-12120RW-120;D-12120RW-150;G-12SP58-150;G-12SP58-200;G-12SP34-150;G-12SP34-200,All Gear Forestry Pro Climbing/Bull Rope,"12-Strand polyester climbing/working line manufactured to please the most aggressive rigger. A firm 100% premium polyester construction keeps the line round for high performance. Works well for natural crotch rigging, keeps a good knot and is non-hockling and non-rotational.---1/2"" climbing-----5/8"" and 3/4"" husky coated <table>
<tr><th>SKU</th><th>Length</th><th>Size</th><th>Name</th><th>Color</th><th>lbs Test</th></tr> <tr><td>D-12120RW-*</td><td>120' | 150'</td><td>1/2""</td><td>white</td><td>red tracer</td><td>7,300</td></tr>
<tr><td>G-12SP58-*</td><td>150' | 200'</td><td>5/8""</td><td>white</td><td>red tracer</td><td>11,000</td></tr>
<tr><td>G-12SP34-*</td><td>150' | 200'</td><td>3/4""</td><td>white</td><td>red tracer</td><td>14,000</td></tr>
</table>",Arborist Tree Climbing Gear|Ropes|Climbing Line|Lowering Line|Rigging and Tree Removal Equipment|Tree rope,https://images.blairsae.com/products/arborist-tree-climbing-gear/all-gear-forestry-pro-climbing-bull-rope_1.jpg|https://images.blairsae.com/products/arborist-tree-climbing-gear/all-gear-forestry-pro-climbing-bull-rope_2.jpg|https://images.blairsae.com/products/arborist-tree-climbing-gear/all-gear-forestry-pro-climbing-bull-rope_3.jpg
S-9608,"To Fell A TREE, Jepson","Written by the author/arborist of the excellent Tree Climbers Companion, Jeff Jepson has written this equally excellent guide to safe tree felling and woodcutting. Jeff presents tips and techniques with step-by-step methods clearly illustrated with over 200 drawings by Bryan Kotwica. 166 paperback pages.",Book Store and Gift Shop,https://images.blairsae.com/products/book-store-and-gift-shop/to-fell-a-tree-jepson_1.jpg
S-D006;S-D031,Bandanna's,"<table>
<tr><th>SKU</th><th>Style</th></tr>
<tr><td>S-D006</td><td>Carabiner Design Bandanna</td></tr>
<tr><td>S-D031</td><td>Knots Design Bandanna</td></tr>
</table>",Book Store and Gift Shop|Bandannas,https://images.blairsae.com/products/book-store-and-gift-shop/bandannas_1.jpg
S-7000;S-7100;S-7200;S-7300;S-7400,Bumper Stickers,"<table>
<tr><th>SKU</th><th>Description</th></tr>
<tr><td>S-7000</td><td>I LOVE TREES</td></tr>
<tr><td>S-7100</td><td>THANK GOD FOR TREES</td></tr>
<tr><td>S-7200</td><td>TREE DOCTORS STILL MAKE HOUSE CALLS</td></tr>
<tr><td>S-7300</td><td>TREEMEN GET INTO MORE CROTCHES THAN ANYONE</td></tr>
<tr><td>S-7400</td><td>ARBORISTS ARE TREEMENDOUS</td></tr>
</table>",Book Store and Gift Shop|Bumper Stickers,https://images.blairsae.com/products/book-store-and-gift-shop/bumper-stickers_1.jpg
S-9602;S-9603,Arboriculture Field Guide,"These pocket guides are invaluable aids to tree identification.
<table>
<tr><th>SKU</th><th>Book</th></tr>
<tr><td>S-9602</td><td>Western North America</td></tr>
<tr><td>S-9603</td><td>Eastern North America</td></tr>
</table>",Book Store and Gift Shop|Reference books: tree and shrub diseases,https://images.blairsae.com/products/book-store-and-gift-shop/arboriculture-field-guide_1.jpg|https://images.blairsae.com/products/book-store-and-gift-shop/arboriculture-field-guide_2.jpg
S-9750,Arborist Equipment: Blair (Soft Cover),"Second Edition. By Donald F. Blair. ISA, 1999. Considered by many to the the primary reference source for technically correct, practical information about the selection, use and care of the tools and equipment that arborists depend on for their lives and livelihood. Focused on hand tools and safety equipment, Arborist Equipment covers climbing gear, ropes, rigging equipment, pruning tools, cabling and bracing equipment as well as equipment that protects important things like your head, eyes, hearing and skin. The big surprise is how much fun it is to read this book because Blair has filled in around the facts with stories, anecdotes and tributes to those who have made a difference in arboriculture.",Book Store and Gift Shop|Reference books: tree and shrub diseases,https://images.blairsae.com/products/book-store-and-gift-shop/arborist-equipment-blair-soft-cover_1.jpg
S-9350,Diseases of Trees and Shrubs,"First published in 1987, Diseases of Trees and Shrubs has become a standard reference for plant health specialists, plant diagnosticians, horticulturists, arborists, foresters, and their students. Now thoroughly revised, fully updated, and illustrated with more than 2200 digitally optimized color images in 261 full-color plates and more than 350 black-and-white photographs and drawings, the second edition is an unrivalled survey of the diseases of forest and shade trees and woody ornamental plants in the United States and Canada. The book is both an authoritative reference book and a powerful diagnostic tool. Organized according to type of disease-inducing agent, the second edition is also designed to be helpful in classroom and field instruction. Symptoms, signs, and cycles of hundreds of diseases are described and microscopic features of many pathogens are depicted in photos and line drawings. A searchable CD-ROM included with the book contains bibliographic entries for more than 4500 works that readers can consult for additional information or images. This remarkable scholarly work--praised as one of the best horticultural books of the twentieth century--lays claim to the same accolade for the twenty-first century.",Book Store and Gift Shop|Reference books: tree and shrub diseases,https://images.blairsae.com/products/book-store-and-gift-shop/diseases-of-trees-and-shrubs_1.jpg
S-9300,Insects that Feed on Trees,"This comprehensive handbook, acclaimed when it was first published in 1976 as ""one of the most useful reference manuals on diagnostic entomology yet produced,"" has now been completely revised and expanded to reflect recent advances in technology and the wealth of new information affecting the ""Green Industry."" Augmented by 241 full-color plates, it gives the essential facts about more than 900 species of insects, mites, and other animals that injure woody ornamental plants in the United States and Canada, and provides means of quick visual identification of both the pests and the damage they cause.",Book Store and Gift Shop|Reference books: tree and shrub diseases,https://images.blairsae.com/products/book-store-and-gift-shop/insects-that-feed-on-trees_1.jpg
S-9501,Klutz Book of Knots,The klutz book is a delightful reference on how-to tie 25 of the world's most useful knots and hitches.,Book Store and Gift Shop|Reference books: tree and shrub diseases,https://images.blairsae.com/products/book-store-and-gift-shop/klutz-book-of-knots_1.jpg
S-9604;S-9604SPAN,"Tree Climber's Companion, 2nd Edition",This 2000 revision of the first book that arborist/author Jeff Jepson published in 1997 is packed with even more good stuff about climbing safely and productively. Profusely illustrated by arborist/artist Bryan Kotwica. Also available in Spanish translation version.,Book Store and Gift Shop|Reference books: tree and shrub diseases,https://images.blairsae.com/products/book-store-and-gift-shop/tree-climbers-companion-2nd-edition_1.jpg
L-1200;L-1200-L;L-3800;L-3800-L;L-5800;L-5800-L,J-Hooks Lag Threaded,"In 1938 the National Park Service published a Guide to Bracing. Since trees and lags haven't changed much, these ratings still seem reasonable. Just remember that a maximum rating is dependent upon correct lag installation, 0 degree pull and the species of tree.
<table>
<tr><th>SKU</th><th>Size</th><th>Length</th><th>Thread Twist</th><th>Load rating (4:1)</th></tr> <tr><td>L-3800</td><td>3/8</td><td>4 1/4</td><td>right</td><td>300</td></tr>
<tr><td>L-3800-L</td><td>3/8</td><td>4 1/4</td><td>left</td><td>300</td></tr>
<tr><td>L-1200</td><td>1/2</td><td>6</td><td>right</td><td>600</td></tr>
<tr><td>L-1200-L</td><td>1/2</td><td>6</td><td>left</td><td>600</td></tr>
<tr><td>L-5800</td><td>5/8</td><td>7</td><td>right</td><td>900</td></tr>
<tr><td>L-5800-L</td><td>5/8</td><td>7</td><td>left</td><td>900</td></tr>
</table>",Cabling and Bracing|Cabling & Bracing Hardware|Common Grade Strand|Extra-High Strength Strand,https://images.blairsae.com/products/cabling-and-bracing/j-hooks-lag-threaded_1.jpg
L-TG-1250;L-TG-1251;L-TG-1252;L-TG-1253,Tree Grip,"The Original Tree GRIP! First introduced in 1976 by Preformed Line Products. GRIPS must be installed with a thimble. Heavy Duty thimbles are recommended by the manufacturer.  Sold in any desired quantity. The colored paint band performs two important functions: size identification and showing where the Tree GRIP is crossed to begin installation. The product image demonstrates the three main steps in installation.
<table>
<tr><th>SKU</th><th>Size/Color Band</th><th>Quantity per Box</th><th></th></tr>
<tr><td>L-TG-1250</td><td>3/16"" RED</td><td>100</td><td></td></tr>
<tr><td>L-TG-1251</td><td>1/4"" YELLOW</td><td>100</td><td></td></tr>
<tr><td>L-TG-1252</td><td>5/16"" BLACK</td><td>50</td><td></td></tr>
<tr><td>L-TG-1253</td><td>3/8"" ORANGE</td><td>50</td><td></td></tr>
</table>",Cabling and Bracing|Cabling & Bracing Hardware|Common Grade Strand|Extra-High Strength Strand|Thimbles|Tree Grips,https://images.blairsae.com/products/cabling-and-bracing/tree-grip_1.jpg
L-3014-100;L-3014-250;L-3038-100;L-3038-250;L-3316-100;L-3316-250;L-3516-100;L-3516-250,Extra High Strength Strand Cable,"Extra High Strength Galvanized Strand is very stiff and cannot be spliced. For use with Tree Grips.
<table>
<tr><th>SKU</th><th>Feet</th><th>Break Strength lbs</th></tr> <tr><td>L-3316-100</td><td>100'</td><td>3,990</td></tr>
<tr><td>L-3316-250</td><td>250'</td><td>3,990</td></tr>
<tr><td>L-3014-100</td><td>100'</td><td>6,650</td></tr>
<tr><td>L-3014-250</td><td>250'</td><td>6,650</td></tr>
<tr><td>L-3516-100</td><td>100'</td><td>11,200</td></tr>
<tr><td>L-3516-250</td><td>250'</td><td>11,200</td></tr>
<tr><td>L-3038-100</td><td>100'</td><td>15,400</td></tr>
<tr><td>L-3038-250</td><td>250'</td><td>15,400</td></tr>
</table>",Cabling and Bracing|Cabling & Bracing Hardware|Extra-High Strength Strand,https://images.blairsae.com/products/cabling-and-bracing/extra-high-strength-strand-cable_1.jpg|https://images.blairsae.com/products/cabling-and-bracing/extra-high-strength-strand-cable_2.jpg|https://images.blairsae.com/products/cabling-and-bracing/extra-high-strength-strand-cable_3.jpg
L-0700,Guy Strand Dispenser,The guy strand dispenser is indispensable for keeping unruly strand under control. All of our 250' coils of strand have the guy strand dispenser equipped. They work best of you install them on a coil BEFORE cutting the original strapping.,Cabling and Bracing|Common Grade Strand|Extra-High Strength Strand,https://images.blairsae.com/products/cabling-and-bracing/guy-strand-dispenser_1.jpg|https://images.blairsae.com/products/cabling-and-bracing/guy-strand-dispenser_2.jpg
F-6105;F-6108;F-6110;F-6112,Falling Wedges,"Strong, tough. Light in weight. Serrations hold wedge in the tree securely.",Job Site,https://images.blairsae.com/products/job-site/falling-wedges_1.jpg
L-1000-15;L-3000-10;L-4000-20,Cable Winch Hoist: Lug-All,"Come-Alongs are great for all kinds of tasks on the job and at home or on the farm. One of the best features is the winch handle which is designed to mount on the frame in the manner that serves your need best. The handle is designed to bend before any damage is done to the winch. The handle is also replaceable.
<table>
<tr><th>SKU</th><th>Capacity lbs</th><th>Diameter</th><th>Length</th></tr>
<tr><td>L-1000-15</td><td>1000</td><td>3/16""</td><td>16'</td></tr>
<tr><td>L-3000-10</td><td>1500</td><td>7/32""</td><td>11'-6""</td></tr>
<tr><td>L-4000-20</td><td>2000</td><td>1/4""</td><td>22'</td></tr>
</table>",Job Site|Aerial Lift Equipment,https://images.blairsae.com/products/job-site/cable-winch-hoist-lug-all_1.jpg|https://images.blairsae.com/products/job-site/cable-winch-hoist-lug-all_2.jpg
R-1852,Plastic Chain Saw Scabbard,White plastic outside type chainsaw scabbard,Job Site|Aerial Lift Equipment,https://images.blairsae.com/products/job-site/plastic-chain-saw-scabbard_1.jpg
E-D100GS;E-D120GS;E-G080GS;E-G090GS;E-G100GS;E-G120GS;E-P080GS;E-P090GS;E-P100GS;E-P120GS;E-P140GS;E-P160GS,Quick Links: Long-Delta-Pear Shapes,"<table>
<tr><th>SKU</th><th>Size</th><th>Shape</th><th>Working Load Limit</th><th>Braking Load</th></tr>
<tr><TD>E-P080GS</td><td>5/16</td><td>pear</td><td>1060</td><td>5290</td></tr>
<tr><TD>E-P090GS</td><td>3/8</td><td>pear</td><td>1320</td><td>6615</td></tr>
<tr><TD>E-P100GS</td><td>7/16</td><td>pear</td><td>1590</td><td>7935</td></tr>
<tr><TD>E-P120GS</td><td>1/2</td><td>pear</td><td>1940</td><td>7935</td></tr>
<tr><TD>E-P140GS</td><td>9/16</td><td>pear</td><td>3175</td><td>15875</td></tr>
<tr><TD>E-P160GS</td><td>5/8</td><td>pear</td><td>4410</td><td>22045</td></tr>
<tr><TD>E-G080GS</td><td>5/16</td><td>long oval</td><td>1430</td><td>7165</td></tr>
<tr><TD>E-G090GS</td><td>3/8</td><td>long oval</td><td>1760</td><td>8820</td></tr>
<tr><TD>E-G100GS</td><td>7/16</td><td>long oval</td><td>2205</td><td>11020</td></tr>
<tr><TD>E-G120GS</td><td>1/2</td><td>long oval</td><td>2755</td><td>13780</td></tr>
<tr><TD>E-D100GS</td><td>7/16</td><td>delta</td><td>1985</td><td>9920</td></tr>
<tr><TD>E-D120GS</td><td>1/2</td><td>delta</td><td>2425</td><td>12125</td></tr>
</table>","Job Site|Aerial Lift Equipment|Arborist Tree Climbing Gear|Arborist Saddles and Harnesses|Captive eye locksafe carabiners for climbing systems|Snaps, Rings, Thimbles and Things|Chainsaw Straps, and Lanyards|Double locking rope snap hooks|Fliplines and Lanyards|Tree Climbing System Components|Tree Saddles|Up and Down Devices",https://images.blairsae.com/products/job-site/quick-links-long-delta-pear-shapes_1.jpg|https://images.blairsae.com/products/job-site/quick-links-long-delta-pear-shapes_2.jpg|https://images.blairsae.com/products/job-site/quick-links-long-delta-pear-shapes_3.jpg
O-2093L;O-2093XL;O-4318;O-4328;O-4900;O-4901;O-5036R-M;O-5036R-W;O-5039R-M;O-5039R-W;O-5118S;O-5152;O-JSTRIM,Traffic Safety,"<table><tr><th>SKU</th><th>Description</th></tr><tr><td>O-4318 and O-4328</td><td>The orange based cones are premium channelizing devices designed for maximum visibility under all weather conditions. Brilliant fluorescent red-orange color clearly outlines the work zone. All cones meet state and federal standards. Available in 18""and 28""</td></tr><tr><td>O-5152</td><td>Wooden stop and slow paddles are made of presswood and are non-reflective. The meet all MUTCD standards. The 18"" comes with a 24"" wooden handle.</td></tr><tr><td>O-5118S</td><td>Safe-T-Flags are 18 x 18. The handle is a 3/4"" diameter wooden dowel and is 24"". Flags are made of vinyl-coated nylon in a bright fluorescent red-orange color.</td></tr><tr><td>O-JSTRIM</td><td>The Tripod stand is strong and lightweight. It is designed to set up and take down easily. Displays 36"" and 48"" roll up sign panels. Zinc plated for rust resistance. NCHRP 350 tested and approved.</td></tr><tr><td>O-5036R (36 x 36) and O-5039 (48 x 48)</td><td>Roll up signs are advance warning signs for work zones. The signs are made of 10 oz., 1 ply coated mesh high intensity reflective material. Signs roll up easily and store when not in use. They meet all state and federal standards for short term signage. Complete with ribs. Legends available: W=Work Area Ahead or M=Men Working.</td></tr><tr><td>O-4900TREE and O-4901MEN</td><td>Plastic folding signs are portable, two sided 36"" x 13"" signs that provide a strong presence and instant direction. Sign legends on side and barricade strips on the other. Features handles, detents to ""click lock"" open and are molded hollow so they can be internally ballasted with sand. Legends available: TREE WORK AHEAD OR MEN WORKING</td></tr><tr><td>O-2093L and O-2093XL</td><td>Orange safety vest is made of washable 100% polyester. Front nylon zipper closure with two outside and two inside pockets. 1 3/8"" lime stripes. Meets ANSI/ISEA 107-1999 recommendations for Class 1 safety.</td></tr></table>",Job Site|Personal Safety|Traffic Safety,https://images.blairsae.com/products/job-site/traffic-safety_1.jpg
R-85S,Wheel Chock,Solid rubber. Eye bolt for carrying strap.,Job Site|Rigging and Tree Removal Equipment|Traffic Safety,https://images.blairsae.com/products/job-site/wheel-chock_1.jpg
M-2408;M-2410;M-2412;M-2414;M-2416,Tripod Orchard Ladder,Orchard style tripod ladders. Stokes tripod orchard ladders are the best made ladders of their type. We have had ours specially modified with rubber padded feet and safety cables to help prevent shipping on hard surfaces.,Job Site|Tripod Orchard Ladders,https://images.blairsae.com/products/job-site/tripod-orchard-ladder_1.jpg|https://images.blairsae.com/products/job-site/tripod-orchard-ladder_2.jpg
A-G95-S;A-G95-M;A-G95-L;A-G95-XL;A-G95-XXL,Back-A-Line Back Support,"The Back-A-Line is the only back support belt that works and has proven itself in field trials and tests over the past 20 years. We use the pad in our most popular series of tree saddles: the Ultralight belts. The key to safer lifting is being able to promote proper spinal posture and intra-abdominal pressure at the same time. Unlike the stretch girdle type, Back-A-Line does all this and more. It does, however, underscore how critical proper spinal posture is to a healthy, pain-free back. A money-back guarantee from the manufacturer.
<table>
<tr><th>SKU</th><th>Size</th></tr>
<tr><td>A-G95-S</td><td>Small</td></tr>
<tr><td>A-G95-M</td><td>Medium</td></tr>
<tr><td>A-G95-L</td><td>Large</td></tr>
<tr><td>A-G95-XL</td><td>X-Large</td></tr>
<tr><td>A-G95-XXL</td><td>XX-Large</td></tr>
</table>",Personal Safety|Back Support|Back-A-Line,https://images.blairsae.com/products/personal-safety/back-a-line-back-support_1.jpg
I-9028;I-9033;I-9036;I-9039,90 Series ProChaps,"Elvex best selling chap. Among the features that make this chap so popular are: patented asymmetric design provides extended protection on the left side of each leg, where most injuries occur. Chaps conform to ASTM and APA Class A requirements. 420 Denier Nylon cover fabric is lightweight, strong and flexible. Apron-style design with quick-release buckles means easy on, easy off convenience. Chaps also include a zippered pocket on the left front side.
<table>
<tr><th>SKU</th><th>Length</th><th>Color</th></tr>
<tr><td>I-9028</td><td>28""</td><td>Orange</td></tr>
<tr><td>I-9033</td><td>33""</td><td>Orange</td></tr>
<tr><td>I-9036</td><td>36""</td><td>Orange</td></tr>
<tr><td>I-9039</td><td>39""</td><td>Orange</td></tr>
</table>",Personal Safety|Chainsaw Protective Clothing,https://images.blairsae.com/products/personal-safety/90-series-prochaps_1.jpg|https://images.blairsae.com/products/personal-safety/90-series-prochaps_2.jpg
I-5903-17M;I-5903-20A;I-5903-25C;I-5903-28C;I-5903-32C;I-5903-32G;I-5903-32M,Elvex Designer Safety Spectacles,"Elvex safety glasses comply with ANSI Z87.1-2010 and most models meet the requirements of CE - EN66. Required tests include among others high velocity, high mass impact. lens thickness. lens distortion and lens light transmission.
<table>
<tr><th>SKU</th><th>Description</th><th>Lens Color</th></tr> <tr><td>I-5903-17M</td><td>Trix High Style</td><td>Silver Mirror</td></tr>
<tr><td>I-5903-20A</td><td>Uniwrap</td><td>Amber</td></tr>
<tr><td>I-5903-25C</td><td>Challenger</td><td>Clear</td></tr>
<tr><td>I-5903-28C</td><td>Summit</td><td>Clear</td></tr>
<tr><td>I-5903-32C</td><td>SphereX</td><td>Clear</td></tr>
<tr><td>I-5903-32G</td><td>SphereX</td><td>NCB Gray</td></tr>
<tr><td>I-5903-32M</td><td>SphereX</td><td>Silver Mirror</td></tr> </table>",Personal Safety|Eye Protection,https://images.blairsae.com/products/personal-safety/elvex-designer-safety-spectacles_1.jpg
